time,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,category,participant,set,labelBenchPress,labelDeadlift,labelOHP,labelRow,labelSquat,labelRest
2019-01-18 18:28:46.200,-0.142666666667,1.06133333333,-0.205,-3.8782,-10.7686,13.5734,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:46.400,-0.151,1.29,-0.219,4.6342,-0.122,-5.9634,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:46.600,-0.156,1.07233333333,-0.200333333333,-2.5974,5.7562,-11.1464,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:46.800,-0.146,0.9365,-0.201,-17.8294,2.4758,7.5488,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:47.000,-0.100333333333,0.847,-0.121666666667,-18.0486,4.7562,23.122,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:47.200,-0.048,0.7555,-0.148,4.4514,-7.3416,1.4148,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:47.400,-0.0463333333333,0.968333333333,-0.118,6.3538,-1.378,-2.5,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:47.600,-0.049,0.7855,-0.1365,20.061,6.0732,-10.1096,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:47.800,-0.0916666666667,0.893,-0.209666666667,18.0122,-6.5852,-10.5488,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:48.000,-0.1295,0.9625,-0.227,-0.1222,-7.5122,10.244,half,A,1,1,0,0,0,0,0
